ctd_serial_ID,time_GMT,ctd_scan_count,ctd_pressure_db,ctd_temp_C,ctd_conduct_mSpcm,ctd_sal_PSU,ctd_O2_temp_C,ctd_O2_mLpL,ctd_O2_umolpL,ctd_O2_sat_perc,ctd_O2_umolpkg,ctd_O2_mgpL,ctd_O2_GG_umolpkg
9507,2016-12-15 00:00:46,4,2.5,11.8092,41.216928,36.3784,11.8063,5.984,267.26,99.36,260.06,8.552,261.74038
9507,2016-12-15 00:20:46,5,2.5,11.8627,41.277284,36.3855,11.8612,5.947,265.61,98.86,258.46,8.499,261.43738
9507,2016-12-15 00:40:45,6,2.5,11.8659,41.279141,36.3842,11.8644,5.918,264.3,98.38,257.18,8.458,261.42249
9507,2016-12-15 01:00:45,7,2.5,11.7946,41.193352,36.3694,11.7944,5.963,266.31,98.97,259.14,8.522,261.83634
9507,2016-12-15 01:20:46,8,2.5,11.804,41.200157,36.3669,11.8013,6.007,268.27,99.71,261.04,8.584,261.78988
9507,2016-12-15 01:40:46,9,2.5,11.8167,41.217484,36.3715,11.8142,5.981,267.13,99.32,259.93,8.548,261.7122
9507,2016-12-15 02:00:46,10,2.5,11.8127,41.214266,36.3723,11.811,5.948,265.65,98.76,258.49,8.501,261.73277
9507,2016-12-15 02:20:46,11,2.5,11.7855,41.182649,36.3678,11.7846,5.946,265.56,98.67,258.4,8.498,261.88871
9507,2016-12-15 02:40:46,12,2.5,11.7823,41.182464,36.3707,11.7797,5.94,265.28,98.56,258.13,8.489,261.90054
9507,2016-12-15 03:00:46,13,2.5,11.7517,41.149373,36.368,11.7517,5.919,264.34,98.15,257.22,8.459,262.07172
9507,2016-12-15 03:20:46,14,2.5,11.7478,41.145229,36.3677,11.747,5.896,263.29,97.75,256.2,8.425,262.0935
9507,2016-12-15 03:40:47,15,2.5,11.7486,41.148878,36.3706,11.747,5.867,262.03,97.28,254.96,8.385,262.08388
9507,2016-12-15 04:00:46,16,2.5,11.7542,41.179188,36.3951,11.7515,5.85,261.24,97.02,254.2,8.36,262.00827
9507,2016-12-15 04:20:46,17,2.5,11.7619,41.191067,36.3992,11.7583,5.839,260.79,96.87,253.76,8.345,261.95864
9507,2016-12-15 04:40:46,18,2.5,11.7209,41.138677,36.3877,11.7189,5.835,260.59,96.7,253.56,8.339,262.20306
9507,2016-12-15 05:00:46,19,2.5,11.3332,40.723763,36.3572,11.3379,5.938,265.17,97.59,258.01,8.485,264.387
9507,2016-12-15 05:20:47,20,2.5,11.339,40.756715,36.3844,11.3384,5.983,267.19,98.36,259.96,8.55,264.3041
9507,2016-12-15 05:40:47,21,2.5,11.3198,40.754007,36.4007,11.3187,5.939,265.22,97.6,258.04,8.487,264.37971
9507,2016-12-15 06:00:47,22,2.5,11.3186,40.747909,36.3958,11.3171,5.93,264.85,97.46,257.69,8.475,264.39552
9507,2016-12-15 06:20:47,23,2.5,11.3384,40.750432,36.3787,11.3402,5.929,264.8,97.47,257.64,8.473,264.31806
9507,2016-12-15 06:40:47,24,2.5,11.3617,40.760963,36.3662,11.3616,5.934,265,97.59,257.84,8.48,264.21267
9507,2016-12-15 07:00:47,25,2.5,11.518,40.915701,36.3662,11.5124,5.845,261.04,96.45,254,8.353,263.35242
9507,2016-12-15 07:20:46,26,2.5,11.5355,40.943346,36.3764,11.5333,5.783,258.28,95.47,251.3,8.265,263.23724
9507,2016-12-15 07:40:46,27,2.5,11.5531,40.9668,36.3823,11.554,5.785,258.35,95.53,251.37,8.267,263.12938
9507,2016-12-15 08:00:46,28,2.5,11.58,40.994088,36.383,11.5809,5.757,257.1,95.13,250.16,8.227,262.98106
9507,2016-12-15 08:20:46,29,2.5,11.6027,41.017307,36.3836,11.6008,5.728,255.8,94.69,248.89,8.185,262.85541
9507,2016-12-15 08:40:46,30,2.5,11.6169,41.036084,36.3883,11.6155,5.694,254.3,94.17,247.44,8.138,262.76924
9507,2016-12-15 09:00:46,31,2.5,11.6313,41.052641,36.3905,11.6315,5.662,252.84,93.66,246.02,8.091,262.68622
9507,2016-12-15 09:20:46,32,2.5,11.6536,41.067036,36.3829,11.6493,5.657,252.66,93.63,245.84,8.085,262.57887
9507,2016-12-15 09:40:46,33,2.5,11.683,41.097132,36.3838,11.6814,5.646,252.17,93.5,245.36,8.069,262.41672
9507,2016-12-15 10:00:46,34,2.5,11.763,41.175042,36.3823,11.7617,5.642,251.97,93.58,245.18,8.063,261.98408
9507,2016-12-15 10:20:46,35,2.5,12.0523,41.469795,36.3894,12.0453,5.631,251.49,93.98,244.72,8.047,260.4075
9507,2016-12-15 10:40:45,36,2.5,11.9449,41.363825,36.3902,11.9438,5.676,253.51,94.52,246.68,8.112,260.98417
9507,2016-12-15 11:00:45,37,2.5,11.9356,41.35391,36.3896,11.9377,5.719,255.39,95.2,248.51,8.172,261.03573
9507,2016-12-15 11:20:45,38,2.5,12.1255,41.545265,36.3919,12.1254,5.732,255.97,95.8,249.09,8.191,260.00996
9507,2016-12-15 11:40:45,39,2.5,12.2049,41.624767,36.3922,12.2002,5.759,257.2,96.42,250.29,8.23,259.58436
9507,2016-12-15 12:00:45,40,2.5,11.9817,41.400583,36.3904,11.9797,5.826,260.19,97.08,253.18,8.326,260.78545
9507,2016-12-15 12:20:45,41,2.5,11.8882,41.314073,36.3968,11.8902,5.873,262.31,97.69,255.24,8.394,261.27858
9507,2016-12-15 12:40:45,42,2.5,11.9738,41.395437,36.393,11.9717,5.895,263.27,98.22,256.18,8.425,260.8232
9507,2016-12-15 13:00:45,43,2.5,11.9717,41.393764,36.3934,11.975,5.95,265.72,99.13,258.57,8.503,260.83358
9507,2016-12-15 13:20:45,44,2.5,12.0381,41.457326,36.3909,12.0347,6.002,268.03,100.13,260.82,8.577,260.48054
9507,2016-12-15 13:40:45,45,2.5,12.0634,41.481025,36.3895,12.0614,6.026,269.12,100.59,261.87,8.612,260.34726
9507,2016-12-15 14:00:45,46,2.5,12.0706,41.485989,36.3874,12.0688,6.092,272.09,101.71,264.76,8.707,260.31279
9507,2016-12-15 14:20:45,47,2.5,12.0921,41.508268,36.3882,12.0894,6.161,275.15,102.9,267.75,8.805,260.19559
9507,2016-12-15 14:40:45,48,2.5,12.1074,41.527572,36.3922,12.1062,6.159,275.05,102.9,267.65,8.802,260.10634
9507,2016-12-15 15:00:45,49,2.5,12.1257,41.544582,36.3909,12.124,6.174,275.74,103.2,268.32,8.824,260.0102
9507,2016-12-15 15:20:45,50,2.5,12.1291,41.550294,36.3932,12.1274,6.183,276.12,103.35,268.69,8.836,259.98791
9507,2016-12-15 15:40:45,51,2.5,12.1323,41.552964,36.3928,12.1312,6.209,277.29,103.79,269.83,8.873,259.97181
9507,2016-12-15 16:00:45,52,2.5,12.1405,41.56321,36.3948,12.1388,6.234,278.42,104.23,270.93,8.909,259.92418
9507,2016-12-15 16:20:45,53,2.5,12.1372,41.561968,36.3968,12.1355,6.232,278.34,104.2,270.85,8.907,259.9382
9507,2016-12-15 16:40:45,54,2.5,12.1224,41.54601,36.3956,12.1203,6.238,278.6,104.26,271.11,8.915,260.01966
9507,2016-12-15 17:00:45,55,2.5,12.067,41.502374,36.4069,12.0721,6.156,274.95,102.79,267.55,8.798,260.296
9507,2016-12-15 17:20:45,56,2.5,12.0605,41.493189,36.4043,12.06,6.072,271.19,101.36,263.89,8.678,260.33586
9507,2016-12-15 17:40:45,57,2.5,12.0106,41.446039,36.4067,12.0125,6.024,269.05,100.46,261.8,8.609,260.5995
9507,2016-12-15 18:00:45,58,2.5,11.915,41.3598,36.4155,11.9354,6.026,269.12,100.29,261.86,8.612,261.09898
9507,2016-12-15 18:20:45,59,2.5,11.5985,41.032565,36.4029,11.6011,6.061,270.69,100.2,263.38,8.662,262.8426
9507,2016-12-15 18:40:46,60,2.5,11.561,40.990077,36.3977,11.5607,6.034,269.46,99.67,262.18,8.623,263.05775
9507,2016-12-15 19:00:46,61,2.5,11.5672,40.995942,36.3974,11.5664,6.015,268.65,99.38,261.39,8.597,263.02422
9507,2016-12-15 19:20:46,62,2.5,11.5815,41.017063,36.4043,11.5813,6.009,268.35,99.3,261.1,8.587,262.9332
9507,2016-12-15 19:40:46,63,2.5,11.6343,41.065184,36.4001,11.6281,6.022,268.95,99.63,261.69,8.606,262.65234
9507,2016-12-15 20:00:46,64,2.5,11.8812,41.306764,36.3964,11.8674,6.048,270.08,100.57,262.8,8.642,261.3171
9507,2016-12-15 20:20:45,65,2.5,11.8456,41.265396,36.3905,11.8418,6.088,271.91,101.17,264.58,8.701,261.52049
9507,2016-12-15 20:40:45,66,2.5,11.8649,41.289979,36.3958,11.8633,6.066,270.92,100.85,263.62,8.669,261.40617
9507,2016-12-15 21:00:45,67,2.5,11.8379,41.265026,36.3977,11.8394,6.048,270.09,100.48,262.81,8.643,261.54906
9507,2016-12-15 21:20:46,68,2.5,11.8492,41.266882,36.3885,11.8383,6.035,269.5,100.28,262.24,8.624,261.50505
9507,2016-12-15 21:40:45,69,2.5,11.893,41.31432,36.3923,11.8899,6.059,270.59,100.78,263.3,8.659,261.26075
9507,2016-12-15 22:00:45,70,2.5,11.8417,41.252022,36.3811,11.8407,6.029,269.23,100.16,261.98,8.615,261.55908
9507,2016-12-15 22:20:46,71,2.5,11.8447,41.257409,36.3835,11.8426,5.992,267.62,99.57,260.41,8.564,261.53848
9507,2016-12-15 22:40:45,72,2.5,11.8546,41.260441,36.3768,11.8535,6.076,271.34,100.97,264.03,8.683,261.49722
9507,2016-12-15 23:00:45,73,2.5,11.8676,41.283724,36.387,11.8647,6.115,273.09,101.65,265.73,8.739,261.40778
9507,2016-12-15 23:20:45,74,2.5,11.8648,41.28775,36.3937,11.8638,6.1,272.42,101.4,265.08,8.717,261.41048
9507,2016-12-15 23:40:45,75,2.5,11.8532,41.277409,36.3949,11.8518,6.097,272.28,101.33,264.94,8.713,261.47142
9507,2016-12-16 00:00:45,76,2.5,11.8605,41.279699,36.39,11.8589,6.129,273.73,101.88,266.36,8.759,261.44081
9507,2016-12-16 00:20:45,77,2.5,11.8542,41.272269,36.3889,11.853,6.184,276.18,102.78,268.74,8.838,261.47712
9507,2016-12-16 00:40:45,78,2.5,11.8536,41.271897,36.3891,11.8505,6.175,275.76,102.62,268.32,8.824,261.48
9507,2016-12-16 01:00:45,79,2.5,11.847,41.272703,36.3964,11.8466,6.128,273.69,101.84,266.32,8.758,261.50227
9507,2016-12-16 01:20:45,80,2.5,11.7413,41.165889,36.3946,11.7492,6.059,270.6,100.47,263.31,8.659,262.07933
9507,2016-12-16 01:40:46,81,2.5,11.6572,41.085762,36.3979,11.661,5.978,266.98,98.95,259.77,8.543,262.53118
9507,2016-12-16 02:00:46,82,2.5,11.6447,41.078347,36.4029,11.644,5.915,264.14,97.88,257.01,8.453,262.59025
9507,2016-12-16 02:20:46,83,2.5,11.6537,41.08601,36.4016,11.6518,5.918,264.29,97.95,257.15,8.457,262.54342
9507,2016-12-16 02:40:46,84,2.5,11.6163,41.06185,36.4145,11.6152,5.914,264.12,97.82,256.98,8.452,262.72388
9507,2016-12-16 03:00:46,85,2.5,11.633,41.049489,36.3858,11.6294,5.933,264.95,98.14,257.8,8.478,262.68593
9507,2016-12-16 03:20:46,86,2.5,11.5726,40.977108,36.3734,11.5725,5.986,267.34,98.89,260.12,8.555,263.03931
9507,2016-12-16 03:40:46,87,2.5,11.5245,40.928535,36.3725,11.5242,6.005,268.16,99.1,260.92,8.581,263.3047
9507,2016-12-16 04:00:46,88,2.5,11.5198,40.96094,36.4094,11.5184,5.994,267.69,98.93,260.46,8.566,263.2619
9507,2016-12-16 04:20:46,89,2.5,11.3878,40.843858,36.4231,11.3937,5.967,266.48,98.22,259.26,8.527,263.96209
9507,2016-12-16 04:40:47,90,2.5,11.2524,40.748964,36.4623,11.2685,5.933,264.99,97.42,257.8,8.479,264.63666
9507,2016-12-16 05:00:47,91,2.5,11.2251,40.732029,36.4725,11.2206,5.885,262.8,96.57,255.68,8.41,264.76918
9507,2016-12-16 05:20:47,92,2.5,11.3722,40.772483,36.3673,11.3703,5.9,263.47,97.05,256.35,8.431,264.15265
9507,2016-12-16 05:40:47,93,2.5,11.1281,40.690046,36.5268,11.1391,5.875,262.37,96.24,255.24,8.396,265.20561
9507,2016-12-16 06:00:47,94,2.5,11.1056,40.680199,36.5393,11.1086,5.795,258.81,94.9,251.77,8.282,265.30743
9507,2016-12-16 06:20:47,95,2.5,11.1254,40.688938,36.5284,11.1289,5.787,258.43,94.79,251.4,8.27,265.21787
9507,2016-12-16 06:40:47,96,2.5,11.1889,40.719039,36.4954,11.1876,5.79,258.58,94.96,251.56,8.275,264.92671
9507,2016-12-16 07:00:47,97,2.5,11.2204,40.737758,36.4829,11.218,5.785,258.35,94.93,251.34,8.267,264.7756
9507,2016-12-16 07:20:47,98,2.5,11.2559,40.753461,36.4633,11.2534,5.787,258.43,95.01,251.42,8.27,264.61535
9507,2016-12-16 07:40:47,99,2.5,11.2789,40.764301,36.4514,11.2772,5.809,259.42,95.42,252.39,8.301,264.51053
9507,2016-12-16 08:00:47,100,2.5,11.2989,40.783892,36.4512,11.2975,5.818,259.82,95.6,252.78,8.314,264.40044
9507,2016-12-16 08:20:47,101,2.5,11.5453,40.921929,36.3455,11.537,5.803,259.15,95.79,252.16,8.293,263.24106
9507,2016-12-16 08:40:46,102,2.5,11.5396,40.9165,36.3457,11.5262,5.81,259.46,95.9,252.47,8.303,263.27212
9507,2016-12-16 09:00:46,103,2.5,11.4004,40.850084,36.4168,11.3994,5.823,260.05,95.87,253.02,8.322,263.90424
9507,2016-12-16 09:20:47,104,2.5,11.4772,40.911201,36.4019,11.4714,5.815,259.68,95.88,252.66,8.31,263.50971
9507,2016-12-16 09:40:46,105,2.5,11.5164,40.937546,36.3895,11.5139,5.804,259.23,95.79,252.22,8.295,263.31773
9507,2016-12-16 10:00:46,106,2.5,11.6299,41.010139,36.3498,11.6316,5.78,258.12,95.58,251.16,8.26,262.76975
9507,2016-12-16 10:20:46,107,2.5,11.8494,41.196068,36.3185,11.8475,5.78,258.15,96.01,251.21,8.261,261.63348
9507,2016-12-16 10:40:45,108,2.5,12.0318,41.381604,36.3227,12.0288,5.773,257.84,96.27,250.91,8.251,260.63992
9507,2016-12-16 11:00:45,109,2.5,11.7465,41.108437,36.3327,11.7532,5.856,261.54,97.07,254.49,8.369,262.16586
9507,2016-12-16 11:20:46,110,2.5,12.1562,41.501307,36.3188,12.1487,5.832,260.47,97.5,253.48,8.335,259.97908
9507,2016-12-16 11:40:45,111,2.5,12.3766,41.715579,36.3138,12.3747,5.763,257.37,96.78,250.48,8.236,258.81257
9507,2016-12-16 12:00:44,112,2.5,12.4137,41.758128,36.3193,12.4144,5.751,256.86,96.66,249.98,8.219,258.60609
9507,2016-12-16 12:20:44,113,2.5,12.2626,41.634579,36.3456,12.259,5.78,258.15,96.86,251.22,8.261,259.36145
9507,2016-12-16 12:40:45,114,2.5,12.0792,41.442308,36.3361,12.0862,5.865,261.93,97.9,254.89,8.382,260.3606
9507,2016-12-16 13:00:45,115,2.5,12.0319,41.389478,36.3304,12.0274,5.948,265.65,99.19,258.51,8.501,260.62545
9507,2016-12-16 13:20:45,116,2.5,12.0246,41.37646,36.3247,12.0237,5.965,266.41,99.45,259.25,8.525,260.67501
9507,2016-12-16 13:40:45,117,2.5,12.0129,41.368589,36.3284,12.0104,6.004,268.15,100.08,260.95,8.581,260.73124
9507,2016-12-16 14:00:45,118,2.5,11.9457,41.306817,36.3333,11.9461,6.051,270.22,100.72,262.95,8.647,261.08469
9507,2016-12-16 14:20:45,119,2.5,11.9712,41.328622,36.3298,11.9698,6.111,272.9,101.76,265.56,8.733,260.95336
9507,2016-12-16 14:40:45,120,2.5,11.9638,41.314497,36.3232,11.9622,6.115,273.09,101.82,265.75,8.739,261.00573
9507,2016-12-16 15:00:45,121,2.5,12.0158,41.357494,36.3147,12.0133,6.157,274.98,102.63,267.6,8.799,260.74099
9507,2016-12-16 15:20:45,122,2.5,12.1218,41.458681,36.3106,12.1188,6.08,271.51,101.55,264.22,8.688,260.17869
9507,2016-12-16 15:40:45,123,2.5,12.1978,41.534514,36.3109,12.1938,5.957,266.03,99.66,258.89,8.513,259.77136
9507,2016-12-16 16:00:45,124,2.5,12.2793,41.624261,36.3193,12.2769,5.875,262.38,98.47,255.35,8.396,259.32051
9507,2016-12-16 16:20:44,125,2.5,12.2493,41.58711,36.3122,12.2477,5.853,261.4,98.03,254.39,8.365,259.49377
9507,2016-12-16 16:40:45,126,2.5,12.2528,41.593508,36.315,12.2507,5.869,262.11,98.31,255.08,8.387,259.46977
9507,2016-12-16 17:00:45,127,2.5,12.2435,41.583818,36.3146,12.2423,5.86,261.7,98.13,254.68,8.374,259.5201
9507,2016-12-16 17:20:45,128,2.5,12.2331,41.571769,36.3129,12.2318,5.864,261.87,98.18,254.84,8.38,259.57859
9507,2016-12-16 17:40:45,129,2.5,12.2262,41.564938,36.313,12.2257,5.864,261.89,98.17,254.86,8.38,259.61543
9507,2016-12-16 18:00:45,130,2.5,12.2225,41.562268,36.314,12.2208,5.864,261.86,98.15,254.84,8.38,259.63351
9507,2016-12-16 18:20:45,131,2.5,12.1909,41.527126,36.3103,12.1907,5.879,262.54,98.34,255.5,8.401,259.80897
9507,2016-12-16 18:40:45,132,2.5,12.1446,41.474499,36.3039,12.1445,5.919,264.33,98.91,257.24,8.458,260.06881
9507,2016-12-16 19:00:45,133,2.5,12.1642,41.511362,36.3209,12.1651,5.893,263.19,98.53,256.12,8.422,259.93249
9507,2016-12-16 19:20:45,134,2.5,12.1254,41.458432,36.3069,12.1241,5.881,262.64,98.24,255.59,8.404,260.16635
9507,2016-12-16 19:40:45,135,2.5,11.7422,41.06239,36.2914,11.7434,5.955,265.97,98.68,258.82,8.511,262.26599
9507,2016-12-16 20:00:46,136,2.5,11.6156,40.94457,36.2988,11.6176,6.023,269,99.55,261.76,8.608,262.94284
9507,2016-12-16 20:20:46,137,2.5,11.7469,41.072215,36.2965,11.7391,6.004,268.12,99.5,260.91,8.58,262.23082
9507,2016-12-16 20:40:46,138,2.5,11.7729,41.092299,36.2909,11.766,5.979,267.01,99.13,259.83,8.544,262.09966
9507,2016-12-16 21:00:46,139,2.5,11.903,41.228738,36.2982,11.9055,5.951,265.76,98.94,258.62,8.504,261.38043
9507,2016-12-16 21:20:45,140,2.5,11.9678,41.2904,36.2956,11.9635,5.923,264.54,98.62,257.43,8.465,261.03518
9507,2016-12-16 21:40:45,141,2.5,11.9535,41.270026,36.2895,11.9515,5.914,264.13,98.43,257.04,8.452,261.12347
9507,2016-12-16 22:00:45,142,2.5,11.8805,41.19594,36.2878,11.8808,5.91,263.96,98.22,256.86,8.446,261.52112
9507,2016-12-16 22:20:45,143,2.5,11.7857,41.100458,36.2864,11.7879,5.91,263.92,98.01,256.82,8.445,262.03839
9507,2016-12-16 22:40:46,144,2.5,11.7444,41.061277,36.2881,11.748,5.9,263.49,97.77,256.4,8.431,262.25994
9507,2016-12-16 23:00:46,145,2.5,11.9121,41.22948,36.29,11.9091,5.852,261.33,97.31,254.31,8.362,261.34618
9507,2016-12-16 23:20:45,146,2.5,11.9847,41.312512,36.3008,11.9815,5.822,260.01,96.97,253.02,8.32,260.93418
9507,2016-12-16 23:40:45,147,2.5,11.9935,41.321804,36.3014,11.992,5.815,259.7,96.87,252.72,8.31,260.88566
9507,2016-12-17 00:00:45,148,2.5,11.9581,41.282721,36.2975,11.9573,5.809,259.44,96.7,252.47,8.302,261.08398
9507,2016-12-17 00:20:45,149,2.5,11.9454,41.268913,36.2963,11.9428,5.789,258.54,96.34,251.59,8.273,261.15447
9507,2016-12-17 00:40:45,150,2.5,11.9405,41.261978,36.2943,11.9391,5.761,257.31,95.87,250.39,8.234,261.18499
9507,2016-12-17 01:00:45,151,2.5,11.9163,41.246627,36.3028,11.9149,5.734,256.08,95.37,249.2,8.194,261.29979
9507,2016-12-17 01:20:45,152,2.5,11.8624,41.201202,36.3108,11.8629,5.733,256.04,95.25,249.15,8.193,261.57704
9507,2016-12-17 01:40:45,153,2.5,11.8485,41.180104,36.3036,11.8474,5.737,256.23,95.29,249.34,8.199,261.66579
9507,2016-12-17 02:00:45,154,2.5,11.8197,41.144293,36.2964,11.8192,5.745,256.57,95.35,249.67,8.21,261.83515
9507,2016-12-17 02:20:46,155,2.5,11.7104,40.985982,36.247,11.7131,5.783,258.25,95.73,251.31,8.264,262.52172
9507,2016-12-17 02:40:46,156,2.5,11.7529,41.032237,36.2511,11.75,5.847,261.11,96.88,254.1,8.356,262.28231
9507,2016-12-17 03:00:46,157,2.5,11.6616,40.858807,36.1689,11.6627,5.894,263.23,97.43,256.17,8.423,262.9334
9507,2016-12-17 03:20:46,158,2.5,11.6444,40.798577,36.126,11.6435,5.962,266.25,98.48,259.11,8.52,263.10708
9507,2016-12-17 03:40:46,159,2.5,11.6352,40.765365,36.1021,11.6335,5.976,266.88,98.68,259.74,8.54,263.20204
9507,2016-12-17 04:00:46,160,2.5,11.559,40.650168,36.0623,11.56,6.008,268.31,99.03,261.13,8.586,263.69442
9507,2016-12-17 04:20:46,161,2.5,11.5957,40.71714,36.0929,11.5932,5.993,267.65,98.88,260.48,8.565,263.43594
9507,2016-12-17 04:40:46,162,2.5,11.5909,40.726317,36.1068,11.5876,5.942,265.36,98.03,258.25,8.491,263.43667
9507,2016-12-17 05:00:46,163,2.5,11.6148,40.805053,36.1614,11.6038,5.873,262.3,96.98,255.26,8.393,263.20345
9507,2016-12-17 05:20:46,164,2.5,11.6653,40.939379,36.245,11.6673,5.791,258.61,95.77,251.66,8.275,262.77147
9507,2016-12-17 05:40:46,165,2.5,11.6461,40.976667,36.3008,11.6434,5.758,257.17,95.23,250.24,8.229,262.77279
9507,2016-12-17 06:00:46,166,2.5,11.5431,40.867025,36.2931,11.5433,5.757,257.09,94.99,250.16,8.227,263.35087
9507,2016-12-17 06:20:46,167,2.5,11.3996,40.743463,36.3114,11.4051,5.802,259.1,95.46,252.11,8.291,264.10622
9507,2016-12-17 06:40:47,168,2.5,11.3298,40.677462,36.3144,11.33,5.883,262.75,96.66,255.66,8.408,264.48643
9507,2016-12-17 07:00:47,169,2.5,11.3668,40.768972,36.3691,11.3623,5.886,262.85,96.81,255.74,8.411,264.17894
9507,2016-12-17 07:20:47,170,2.5,11.3036,40.659062,36.3219,11.2994,5.861,261.75,96.24,254.68,8.376,264.61742
9507,2016-12-17 07:40:47,171,2.5,11.3621,40.672165,36.2772,11.3613,5.834,260.54,95.89,253.51,8.337,264.37734
9507,2016-12-17 08:00:47,172,2.5,11.4951,40.842117,36.3155,11.5027,5.782,258.21,95.33,251.25,8.263,263.5725
9507,2016-12-17 08:20:46,173,2.5,11.446,40.811361,36.3333,11.4597,5.766,257.49,94.97,250.54,8.239,263.80958
9507,2016-12-17 08:40:46,174,2.5,11.4589,40.799094,36.3084,11.464,5.747,256.68,94.68,249.75,8.213,263.78509
9507,2016-12-17 09:00:46,175,2.5,11.4919,40.826335,36.3031,11.4961,5.713,255.13,94.17,248.26,8.164,263.6138
9507,2016-12-17 09:20:46,176,2.5,11.5025,40.812833,36.2791,11.5012,5.645,252.11,93.07,245.32,8.068,263.59979
9507,2016-12-17 09:40:46,177,2.5,11.4496,40.730215,36.249,11.4457,5.713,255.15,94.07,248.28,8.165,263.94755
9507,2016-12-17 10:00:46,178,2.5,11.5091,40.807162,36.2671,11.5061,5.707,254.87,94.09,248.01,8.156,263.58637
9507,2016-12-17 10:20:46,179,2.5,11.4973,40.782696,36.2544,11.4947,5.688,254.02,93.74,247.18,8.128,263.67509
9507,2016-12-17 10:40:46,180,2.5,11.4938,40.772283,36.2474,11.4934,5.689,254.07,93.75,247.24,8.13,263.70716
9507,2016-12-17 11:00:46,181,2.5,11.3889,40.589961,36.169,11.3988,5.744,256.52,94.4,249.63,8.209,264.43257
9507,2016-12-17 11:20:47,182,2.5,11.5109,40.729222,36.1879,11.509,5.74,256.35,94.59,249.47,8.203,263.72449
9507,2016-12-17 11:40:46,183,2.5,11.6762,40.899762,36.1951,11.6545,5.729,255.85,94.74,248.98,8.187,262.80469
9507,2016-12-17 12:00:46,184,2.5,11.9071,41.18715,36.2533,11.9019,5.759,257.21,95.74,250.3,8.23,261.44134
9507,2016-12-17 12:20:45,185,2.5,11.9191,41.196182,36.2505,11.9161,5.848,261.15,97.23,254.15,8.357,261.38167
9507,2016-12-17 12:40:45,186,2.5,11.6872,40.99074,36.2743,11.6886,5.827,260.23,96.43,253.23,8.327,262.59704
9507,2016-12-17 13:00:46,187,2.5,11.672,40.973021,36.2718,11.6728,5.77,257.69,95.46,250.76,8.246,262.68526
9507,2016-12-17 13:20:46,188,2.5,11.6362,40.944999,36.279,11.637,5.825,260.15,96.3,253.15,8.325,262.86692
9507,2016-12-17 13:40:46,189,2.5,11.6661,40.98889,36.2932,11.6645,5.923,264.52,97.99,257.4,8.465,262.67734
9507,2016-12-17 14:00:46,190,2.5,11.673,41.013222,36.3105,11.6724,6.022,268.92,99.65,261.68,8.605,262.60733
9507,2016-12-17 14:20:46,191,2.5,11.6638,41.004205,36.3106,11.6656,6.096,272.27,100.87,264.93,8.712,262.65745
9507,2016-12-17 14:40:46,192,2.5,11.6951,41.023966,36.2996,11.6947,6.222,277.88,103.01,270.4,8.892,262.50752
9507,2016-12-17 15:00:46,193,2.5,11.7455,41.076603,36.3022,11.7447,6.333,282.82,104.95,275.21,9.05,262.22791
9507,2016-12-17 15:20:46,194,2.5,11.7246,41.055965,36.3023,11.7231,6.609,295.16,109.48,287.22,9.445,262.34147
9507,2016-12-17 15:40:46,195,2.5,11.6753,41.016927,36.312,11.6755,6.554,292.72,108.47,284.84,9.367,262.59243
9507,2016-12-17 16:00:46,196,2.5,11.717,41.050714,36.3045,11.7179,6.488,289.76,107.47,281.97,9.272,262.37854
9507,2016-12-17 16:20:46,197,2.5,11.712,41.044166,36.303,11.708,6.643,296.67,110.01,288.69,9.493,262.40893
9507,2016-12-17 16:40:46,198,2.5,11.6818,41.020694,36.3093,11.68,6.509,290.71,107.74,282.89,9.303,262.56176
9507,2016-12-17 17:00:46,199,2.5,11.6718,41.01631,36.3148,11.669,6.465,288.75,106.99,280.97,9.24,262.60629
9507,2016-12-17 17:20:46,200,2.5,11.6083,40.964447,36.3257,11.6106,6.287,280.76,103.9,273.2,8.984,262.93278
9507,2016-12-17 17:40:46,201,2.5,11.6033,40.958522,36.3247,11.6055,6.214,277.52,102.69,270.04,8.881,262.96181
9507,2016-12-17 18:00:46,202,2.5,11.6535,40.995252,36.3119,11.6488,6.331,282.75,104.73,275.13,9.048,262.71138
9507,2016-12-17 18:20:46,203,2.5,11.5991,40.949757,36.3202,11.5988,6.332,282.78,104.62,275.16,9.049,262.99341
9507,2016-12-17 18:40:46,204,2.5,11.5843,40.938278,36.3234,11.5801,6.217,277.63,102.69,270.15,8.884,263.06864
9507,2016-12-17 19:00:46,205,2.5,11.5352,40.898669,36.3323,11.5423,6.118,273.22,100.96,265.85,8.743,263.32104
9507,2016-12-17 19:20:46,206,2.5,11.4854,40.822267,36.3054,11.4864,6.084,271.73,100.29,264.4,8.695,263.64505
9507,2016-12-17 19:40:46,207,2.5,11.4573,40.794287,36.3052,11.4567,6.115,273.09,100.73,265.72,8.739,263.79989
9507,2016-12-17 20:00:46,208,2.5,11.3986,40.735826,36.3048,11.3992,6.107,272.74,100.48,265.38,8.727,264.12439
9507,2016-12-17 20:20:47,209,2.5,11.3891,40.721539,36.2999,11.3888,6.101,272.48,100.36,265.13,8.719,264.18596
9507,2016-12-17 20:40:47,210,2.5,11.3777,40.714458,36.304,11.3772,6.083,271.67,100.04,264.35,8.693,264.24091
