site,deployment,file,seafet_no,time_GMT,V_batt,V_therm,V_int,V_ext,E0int25,E0ext25,SF_T_degrC,sal_AVGdiscr,TA_AVGdiscr,pHint_tot,pHext_tot,pH_diff_IntExt
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 00:00:01,10.94,1.464848,0.052178,-0.912362,-0.420017269,-1.422828648,11.54279134,35.56,2709.341,8.096859718,8.233654129,-0.136794411
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 00:20:01,10.93,1.462411,0.052514,-0.912081,-0.420017269,-1.422828648,11.60423084,35.56,2709.341,8.102256792,8.237661916,-0.135405124
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 00:40:01,10.93,1.462479,0.05254,-0.912072,-0.420017269,-1.422828648,11.60251582,35.56,2709.341,8.102732346,8.237848191,-0.135115845
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 01:00:01,10.93,1.462323,0.052538,-0.912055,-0.420017269,-1.422828648,11.60645034,35.56,2709.341,8.102661661,8.238087165,-0.135425504
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 01:20:01,10.93,1.461771,0.052661,-0.911909,-0.420017269,-1.422828648,11.62037408,35.56,2709.341,8.104713638,8.240451974,-0.135738335
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 01:40:01,10.93,1.461143,0.052537,-0.91196,-0.420017269,-1.422828648,11.63621792,35.56,2709.341,8.102377026,8.239299991,-0.136922965
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 02:00:01,10.93,1.46259,0.052557,-0.912016,-0.420017269,-1.422828648,11.59971639,35.56,2709.341,8.10305834,8.238883392,-0.135825052
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 02:20:01,10.93,1.464435,0.052367,-0.912191,-0.420017269,-1.422828648,11.5532001,35.56,2709.341,8.100112259,8.236517594,-0.136405334
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 02:40:01,10.92,1.470908,0.05178,-0.912843,-0.420017269,-1.422828648,11.39022238,35.56,2709.341,8.09117647,8.227532681,-0.136356212
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 03:00:01,10.92,1.471272,0.051644,-0.913064,-0.420017269,-1.422828648,11.38106765,35.56,2709.341,8.088849327,8.223761789,-0.134912462
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 03:20:01,10.92,1.474937,0.05116,-0.91347,-0.420017269,-1.422828648,11.28895081,35.56,2709.341,8.081096139,8.218012184,-0.136916045
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 03:40:01,10.92,1.475483,0.050865,-0.913974,-0.420017269,-1.422828648,11.27523672,35.56,2709.341,8.075991014,8.209296272,-0.133305258
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 04:00:01,10.92,1.476277,0.050779,-0.913969,-0.420017269,-1.422828648,11.25529776,35.56,2709.341,8.07464421,8.209696355,-0.135052145
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 04:20:01,10.91,1.477401,0.050662,-0.91404,-0.420017269,-1.422828648,11.22708037,35.56,2709.341,8.072821311,8.208878887,-0.136057576
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 04:40:01,10.91,1.477905,0.050685,-0.914184,-0.420017269,-1.422828648,11.21443097,35.56,2709.341,8.073341217,8.206524311,-0.133183094
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 05:00:01,10.91,1.477673,0.050688,-0.914242,-0.420017269,-1.422828648,11.22025346,35.56,2709.341,8.073342697,8.205405502,-0.132062805
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 05:20:01,10.91,1.477112,0.050667,-0.914318,-0.420017269,-1.422828648,11.23433459,35.56,2709.341,8.072845538,8.20383889,-0.130993352
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 05:40:01,10.91,1.477539,0.050873,-0.913987,-0.420017269,-1.422828648,11.22361664,35.56,2709.341,8.076591524,8.209872283,-0.133280759
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 06:00:01,10.91,1.477587,0.051041,-0.9139,-0.420017269,-1.422828648,11.2224119,35.56,2709.341,8.079579643,8.211432976,-0.131853333
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 06:20:01,10.9,1.477321,0.050814,-0.914051,-0.420017269,-1.422828648,11.22908839,35.56,2709.341,8.075497274,8.20865258,-0.133155307
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 06:40:01,10.9,1.477171,0.051374,-0.913476,-0.420017269,-1.422828648,11.23285357,35.56,2709.341,8.085388161,8.218783948,-0.133395787
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 07:00:01,10.9,1.475993,0.051004,-0.913908,-0.420017269,-1.422828648,11.262429,35.56,2709.341,8.078567923,8.210665882,-0.132097959
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 07:20:01,10.9,1.475708,0.050974,-0.913721,-0.420017269,-1.422828648,11.269586,35.56,2709.341,8.077972674,8.213867641,-0.135894967
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 07:40:01,10.9,1.475491,0.051328,-0.913537,-0.420017269,-1.422828648,11.2750358,35.56,2709.341,8.084196884,8.217042791,-0.132845907
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 08:00:01,10.9,1.475801,0.051484,-0.913391,-0.420017269,-1.422828648,11.26725049,35.56,2709.341,8.087030586,8.219751726,-0.132721139
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 08:20:01,10.89,1.475641,0.050797,-0.91369,-0.420017269,-1.422828648,11.27126862,35.56,2709.341,8.074821336,8.214390638,-0.139569302
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 08:40:01,10.89,1.472858,0.051411,-0.912994,-0.420017269,-1.422828648,11.3411916,35.56,2709.341,8.085077685,8.22562698,-0.140549294
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 09:00:01,10.89,1.470304,0.051475,-0.913051,-0.420017269,-1.422828648,11.40541556,35.56,2709.341,8.085638787,8.223610357,-0.137971571
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 09:20:01,10.89,1.468722,0.051546,-0.912835,-0.420017269,-1.422828648,11.44522359,35.56,2709.341,8.086541279,8.22681142,-0.140270141
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 09:40:01,10.89,1.465925,0.05176,-0.91257,-0.420017269,-1.422828648,11.51565451,35.56,2709.341,8.089702164,8.230398124,-0.14069596
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 10:00:01,10.89,1.465171,0.051516,-0.913235,-0.420017269,-1.422828648,11.53465182,35.56,2709.341,8.085213019,8.218327124,-0.133114104
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 10:20:01,10.88,1.461694,0.051886,-0.912826,-0.420017269,-1.422828648,11.62231654,35.56,2709.341,8.090980412,8.224192512,-0.1332121
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 10:40:01,10.88,1.460109,0.052007,-0.912703,-0.420017269,-1.422828648,11.66231188,35.56,2709.341,8.092764563,8.225741655,-0.132977092
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 11:00:01,10.88,1.454866,0.052024,-0.912549,-0.420017269,-1.422828648,11.79476125,35.56,2709.341,8.091882777,8.226387013,-0.134504236
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 11:20:01,10.88,1.45044,0.052517,-0.911578,-0.420017269,-1.422828648,11.90675185,35.56,2709.341,8.099600007,8.241796196,-0.142196189
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 11:40:01,10.88,1.437066,0.053262,-0.910736,-0.420017269,-1.422828648,12.24617806,35.56,2709.341,8.109722417,8.251317196,-0.141594779
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 12:00:01,10.88,1.437393,0.053242,-0.910764,-0.420017269,-1.422828648,12.23786027,35.56,2709.341,8.109443862,8.250954189,-0.141510327
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 12:20:01,10.88,1.445522,0.052764,-0.911339,-0.420017269,-1.422828648,12.03138784,35.56,2709.341,8.102850317,8.244055903,-0.141205586
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 12:40:01,10.87,1.451613,0.05239,-0.911765,-0.420017269,-1.422828648,11.87705534,35.56,2709.341,8.097620152,8.238957662,-0.141337509
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 13:00:01,10.87,1.455124,0.052291,-0.911901,-0.420017269,-1.422828648,11.78823822,35.56,2709.341,8.096663554,8.237950924,-0.14128737
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 13:20:01,10.87,1.459724,0.052429,-0.912311,-0.420017269,-1.422828648,11.67202999,35.56,2709.341,8.100144932,8.232525469,-0.132380537
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 13:40:01,10.87,1.460603,0.053102,-0.911169,-0.420017269,-1.422828648,11.64984422,35.56,2709.341,8.112253142,8.253083116,-0.140829974
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 14:00:01,10.87,1.460556,0.053561,-0.91076,-0.420017269,-1.422828648,11.65103033,35.56,2709.341,8.120364936,8.260302057,-0.139937121
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 14:20:01,10.87,1.458822,0.053753,-0.910568,-0.420017269,-1.422828648,11.69480295,35.56,2709.341,8.123366881,8.263006943,-0.139640061
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 14:40:01,10.86,1.452822,0.053374,-0.911489,-0.420017269,-1.422828648,11.84645969,35.56,2709.341,8.115294709,8.24432024,-0.129025531
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 15:00:01,10.86,1.454052,0.053561,-0.911099,-0.420017269,-1.422828648,11.81534534,35.56,2709.341,8.118882174,8.251708253,-0.132826079
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 15:20:01,10.86,1.453511,0.053662,-0.91058,-0.420017269,-1.422828648,11.82902902,35.56,2709.341,8.120544952,8.260670677,-0.140125725
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 15:40:01,10.86,1.452845,0.053781,-0.910483,-0.420017269,-1.422828648,11.84587776,35.56,2709.341,8.122497302,8.262119432,-0.13962213
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 16:00:01,10.86,1.454713,0.053772,-0.910446,-0.420017269,-1.422828648,11.79862982,35.56,2709.341,8.12276486,8.263521711,-0.140756852
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 16:20:01,10.86,1.455865,0.052974,-0.911277,-0.420017269,-1.422828648,11.7695066,35.56,2709.341,8.108912406,8.249283505,-0.140371099
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 16:40:01,10.85,1.465343,0.051765,-0.91254,-0.420017269,-1.422828648,11.5303178,35.56,2709.341,8.089659809,8.230698951,-0.141039142
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 17:00:01,10.85,1.466702,0.051928,-0.912407,-0.420017269,-1.422828648,11.49608257,35.56,2709.341,8.092851418,8.233591516,-0.140740098
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 17:20:01,10.85,1.468253,0.05186,-0.912444,-0.420017269,-1.422828648,11.45702898,35.56,2709.341,8.091996353,8.23355006,-0.141553707
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 17:40:01,10.85,1.468665,0.051964,-0.912404,-0.420017269,-1.422828648,11.44665826,35.56,2709.341,8.093930731,8.234421369,-0.140490638
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 18:00:00,10.85,1.468376,0.052057,-0.912274,-0.420017269,-1.422828648,11.45393272,35.56,2709.341,8.095512548,8.236609118,-0.14109657
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 18:20:01,10.85,1.467103,0.052566,-0.911754,-0.420017269,-1.422828648,11.48598366,35.56,2709.341,8.104238281,8.245312418,-0.141074137
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 18:40:01,10.84,1.465701,0.052796,-0.91152,-0.420017269,-1.422828648,11.52129778,35.56,2709.341,8.107993219,8.24889878,-0.140905561
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 19:00:01,10.84,1.467942,0.052053,-0.912292,-0.420017269,-1.422828648,11.46485827,35.56,2709.341,8.09534396,8.236118588,-0.140774629
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 19:20:01,10.84,1.466437,0.052156,-0.912127,-0.420017269,-1.422828648,11.50275713,35.56,2709.341,8.096828559,8.23844409,-0.141615531
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 19:40:01,10.84,1.463776,0.052943,-0.911326,-0.420017269,-1.422828648,11.56981164,35.56,2709.341,8.110159222,8.251567757,-0.141408535
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 20:00:01,10.84,1.458811,0.053117,-0.911119,-0.420017269,-1.422828648,11.69508072,35.56,2709.341,8.112111447,8.253253552,-0.141142105
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 20:20:01,10.84,1.454642,0.053342,-0.910835,-0.420017269,-1.422828648,11.80042511,35.56,2709.341,8.115143347,8.25661315,-0.141469802
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 20:40:01,10.84,1.440848,0.053207,-0.910837,-0.420017269,-1.422828648,12.15003429,35.56,2709.341,8.109613826,8.251052655,-0.141438829
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 21:00:01,10.83,1.435255,0.05356,-0.910354,-0.420017269,-1.422828648,12.29226106,35.56,2709.341,8.114570547,8.257333568,-0.142763021
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 21:20:01,10.83,1.436339,0.053141,-0.910766,-0.420017269,-1.422828648,12.26467392,35.56,2709.341,8.107419851,8.250495134,-0.143075284
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 21:40:01,10.83,1.441393,0.053098,-0.910894,-0.420017269,-1.422828648,12.13618999,35.56,2709.341,8.107812508,8.250264446,-0.142451938
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 22:00:01,10.83,1.447294,0.053113,-0.910973,-0.420017269,-1.422828648,11.98645637,35.56,2709.341,8.109421414,8.251233682,-0.141812268
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 22:20:01,10.83,1.450754,0.053051,-0.911073,-0.420017269,-1.422828648,11.89880125,35.56,2709.341,8.109112609,8.250850209,-0.1417376
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 22:40:01,10.83,1.452837,0.053157,-0.910973,-0.420017269,-1.422828648,11.84608017,35.56,2709.341,8.11146072,8.253451117,-0.141990397
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 23:00:01,10.83,1.453401,0.052901,-0.911268,-0.420017269,-1.422828648,11.83181158,35.56,2709.341,8.107061719,8.248459517,-0.141397798
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 23:20:01,10.83,1.45387,0.052812,-0.911313,-0.420017269,-1.422828648,11.81994844,35.56,2709.341,8.105594204,8.247850866,-0.142256662
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/14 23:40:01,10.82,1.453791,0.052619,-0.911524,-0.420017269,-1.422828648,11.82194658,35.56,2709.341,8.102162995,8.244087722,-0.141924727
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 00:00:01,10.82,1.454737,0.052651,-0.911535,-0.420017269,-1.422828648,11.79802297,35.56,2709.341,8.102943344,8.244270302,-0.141326957
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 00:20:01,10.82,1.45352,0.052662,-0.911558,-0.420017269,-1.422828648,11.82880136,35.56,2709.341,8.102862033,8.243378375,-0.140516342
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 00:40:01,10.82,1.452243,0.052603,-0.911595,-0.420017269,-1.422828648,11.86111065,35.56,2709.341,8.101529213,8.242214865,-0.140685653
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 01:00:01,10.82,1.452325,0.053046,-0.911183,-0.420017269,-1.422828648,11.85903556,35.56,2709.341,8.10938141,8.249533003,-0.140151592
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 01:20:01,10.82,1.45306,0.053436,-0.910899,-0.420017269,-1.422828648,11.84043819,35.56,2709.341,8.116445358,8.254848882,-0.138403524
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 01:40:01,10.81,1.452985,0.053243,-0.911111,-0.420017269,-1.422828648,11.84233567,35.56,2709.341,8.113015225,8.251069861,-0.138054636
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 02:00:01,10.81,1.453021,0.053134,-0.911237,-0.420017269,-1.422828648,11.84142488,35.56,2709.341,8.111095843,8.248856033,-0.137760191
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 02:20:01,10.81,1.453369,0.053118,-0.911277,-0.420017269,-1.422828648,11.83262108,35.56,2709.341,8.11089204,8.248287581,-0.13739554
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 02:40:01,10.81,1.453875,0.053106,-0.911282,-0.420017269,-1.422828648,11.81982198,35.56,2709.341,8.110794884,8.248401112,-0.137606228
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 03:00:01,10.81,1.454157,0.053003,-0.911381,-0.420017269,-1.422828648,11.81268983,35.56,2709.341,8.10903735,8.24676274,-0.13772539
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 03:20:01,10.81,1.454574,0.053005,-0.911376,-0.420017269,-1.422828648,11.80214458,35.56,2709.341,8.109167468,8.247017504,-0.137850036
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 03:40:01,10.81,1.455072,0.052561,-0.911839,-0.420017269,-1.422828648,11.78955289,35.56,2709.341,8.101427399,8.239026849,-0.13759945
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 04:00:01,10.8,1.455049,0.052336,-0.912042,-0.420017269,-1.422828648,11.79013439,35.56,2709.341,8.097442531,8.235427157,-0.137984626
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 04:20:01,10.8,1.454983,0.052381,-0.911894,-0.420017269,-1.422828648,11.79180306,35.56,2709.341,8.098223533,8.238018621,-0.139795087
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 04:40:01,10.8,1.455871,0.052244,-0.912072,-0.420017269,-1.422828648,11.76935494,35.56,2709.341,8.096001044,8.235223411,-0.139222366
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 05:00:01,10.8,1.466206,0.051398,-0.913021,-0.420017269,-1.422828648,11.5085758,35.56,2709.341,8.083356186,8.222524397,-0.139168211
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 05:20:01,10.8,1.468432,0.051088,-0.91336,-0.420017269,-1.422828648,11.45252308,35.56,2709.341,8.078365766,8.217400009,-0.139034244
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 05:40:01,10.8,1.469602,0.050808,-0.913679,-0.420017269,-1.422828648,11.42307756,35.56,2709.341,8.073668647,8.212211482,-0.138542835
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 06:00:01,10.8,1.470319,0.050887,-0.913651,-0.420017269,-1.422828648,11.40503821,35.56,2709.341,8.0752279,8.212989487,-0.137761587
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 06:20:01,10.79,1.471005,0.050881,-0.91368,-0.420017269,-1.422828648,11.38778269,35.56,2709.341,8.075274834,8.212745694,-0.137470859
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 06:40:01,10.79,1.470882,0.050924,-0.91369,-0.420017269,-1.422828648,11.39087633,35.56,2709.341,8.076008991,8.212520194,-0.136511204
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 07:00:01,10.79,1.469158,0.051267,-0.913382,-0.420017269,-1.422828648,11.43425045,35.56,2709.341,8.081698179,8.21729649,-0.13559831
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 07:20:01,10.79,1.465585,0.051854,-0.912779,-0.420017269,-1.422828648,11.52422036,35.56,2709.341,8.091289877,8.226563488,-0.135273611
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 07:40:01,10.79,1.465298,0.05147,-0.913146,-0.420017269,-1.422828648,11.53145168,35.56,2709.341,8.084427172,8.219952854,-0.135525682
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 08:00:01,10.79,1.463322,0.051811,-0.912812,-0.420017269,-1.422828648,11.58125779,35.56,2709.341,8.090019463,8.225084409,-0.135064946
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 08:20:01,10.79,1.462636,0.051798,-0.912768,-0.420017269,-1.422828648,11.59855629,35.56,2709.341,8.089634997,8.225591795,-0.135956798
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 08:40:01,10.78,1.461711,0.051753,-0.912818,-0.420017269,-1.422828648,11.62188768,35.56,2709.341,8.08863043,8.224340822,-0.135710393
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 09:00:01,10.78,1.461435,0.051513,-0.91311,-0.420017269,-1.422828648,11.62885063,35.56,2709.341,8.084320958,8.219063955,-0.134742998
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 09:20:01,10.78,1.460866,0.051486,-0.913111,-0.420017269,-1.422828648,11.64320741,35.56,2709.341,8.083715337,8.218821305,-0.135105968
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 09:40:01,10.78,1.459136,0.051663,-0.912924,-0.420017269,-1.422828648,11.68687457,35.56,2709.341,8.08645853,8.221445856,-0.134987326
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 10:00:01,10.78,1.456878,0.051817,-0.912741,-0.420017269,-1.422828648,11.7439066,35.56,2709.341,8.088674835,8.223788968,-0.135114134
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 10:20:01,10.78,1.452534,0.052455,-0.912089,-0.420017269,-1.422828648,11.85374686,35.56,2709.341,8.09897802,8.233595298,-0.134617278
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 10:40:01,10.78,1.453248,0.052167,-0.91237,-0.420017269,-1.422828648,11.83568205,35.56,2709.341,8.094046518,8.228910072,-0.134863554
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 11:00:01,10.78,1.453465,0.0524,-0.91213,-0.420017269,-1.422828648,11.83019262,35.56,2709.341,8.098216123,8.233240691,-0.135024567
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 11:20:01,10.77,1.443429,0.053158,-0.91129,-0.420017269,-1.422828648,12.08449374,35.56,2709.341,8.109336442,8.244084154,-0.134747712
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 11:40:01,10.77,1.444197,0.05319,-0.911225,-0.420017269,-1.422828648,12.06500278,35.56,2709.341,8.110076869,8.245540171,-0.135463302
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 12:00:01,10.77,1.44589,0.052905,-0.911549,-0.420017269,-1.422828648,12.02205447,35.56,2709.341,8.105425798,8.240491778,-0.13506598
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 12:20:01,10.77,1.449023,0.052756,-0.911686,-0.420017269,-1.422828648,11.94264131,35.56,2709.341,8.103503924,8.239321411,-0.135817487
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 12:40:01,10.77,1.447765,0.052977,-0.911496,-0.420017269,-1.422828648,11.97451808,35.56,2709.341,8.107124699,8.242177735,-0.135053037
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 13:00:01,10.77,1.44703,0.053371,-0.911087,-0.420017269,-1.422828648,11.99314873,35.56,2709.341,8.113921411,8.249113051,-0.13519164
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 13:20:01,10.77,1.445602,0.05325,-0.911216,-0.420017269,-1.422828648,12.02935875,35.56,2709.341,8.111457342,8.246261627,-0.134804285
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 13:40:01,10.76,1.444254,0.053529,-0.910887,-0.420017269,-1.422828648,12.06355639,35.56,2709.341,8.116080129,8.251535594,-0.135455465
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 14:00:01,10.76,1.443674,0.053627,-0.910781,-0.420017269,-1.422828648,12.07827537,35.56,2709.341,8.117679262,8.253176019,-0.135496757
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 14:20:01,10.76,1.442881,0.053994,-0.910462,-0.420017269,-1.422828648,12.0984045,35.56,2709.341,8.123982239,8.258494051,-0.134511812
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 14:40:01,10.76,1.442083,0.053823,-0.910587,-0.420017269,-1.422828648,12.11866609,35.56,2709.341,8.12077828,8.255965047,-0.135186766
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 15:00:01,10.76,1.44129,0.054106,-0.91032,-0.420017269,-1.422828648,12.13880624,35.56,2709.341,8.125596124,8.260363261,-0.134767137
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 15:20:01,10.76,1.440912,0.053996,-0.910426,-0.420017269,-1.422828648,12.1484084,35.56,2709.341,8.123566232,8.258338726,-0.134772494
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 15:40:01,10.76,1.440636,0.054205,-0.910203,-0.420017269,-1.422828648,12.15542029,35.56,2709.341,8.127194882,8.262166992,-0.134972109
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 16:00:01,10.76,1.44034,0.054207,-0.910187,-0.420017269,-1.422828648,12.16294104,35.56,2709.341,8.127162247,8.262330495,-0.135168247
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 16:20:01,10.76,1.440245,0.054231,-0.91018,-0.420017269,-1.422828648,12.16535495,35.56,2709.341,8.127564372,8.262415906,-0.134851534
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 16:40:01,10.75,1.440873,0.054175,-0.910181,-0.420017269,-1.422828648,12.14939917,35.56,2709.341,8.126719344,8.262650996,-0.135931652
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2016/12/15 17:00:01,10.75,1.441665,0.053842,-0.91052,-0.420017269,-1.422828648,12.12928152,35.56,2709.341,8.121018239,8.256980794,-0.135962556
