site,deployment,file,seafet_no,time_GMT,V_batt,V_therm,V_int,V_ext,E0int25,E0ext25,SF_T_degrC,sal_AVGdiscr,TA_AVGdiscr,pHint_tot,pHext_tot,pH_diff_IntExt
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 15:40:00,9.49,1.489311,0.051734,-0.918747,-0.420017269,-1.422828648,10.92869392,35.56,2709.341,8.094490747,8.130033001,-0.035542254
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 16:00:00,9.49,1.491768,0.051527,-0.919024,-0.420017269,-1.422828648,10.86727366,35.56,2709.341,8.091368069,8.126059252,-0.034691183
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 16:20:00,9.49,1.492667,0.051314,-0.919218,-0.420017269,-1.422828648,10.84481185,35.56,2709.341,8.08778921,8.122960446,-0.035171235
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 16:40:00,9.49,1.492815,0.051217,-0.919356,-0.420017269,-1.422828648,10.8411146,35.56,2709.341,8.086100856,8.120568004,-0.034467149
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 17:00:00,9.49,1.49332,0.05116,-0.919428,-0.420017269,-1.422828648,10.82850025,35.56,2709.341,8.085201965,8.119483112,-0.034281146
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 17:20:00,9.49,1.493761,0.051154,-0.91947,-0.420017269,-1.422828648,10.81748613,35.56,2709.341,8.085193853,8.118906088,-0.033712235
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 17:40:00,9.49,1.493366,0.050529,-0.920064,-0.420017269,-1.422828648,10.82735132,35.56,2709.341,8.074013655,8.108213369,-0.034199713
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 18:00:00,9.49,1.493598,0.050921,-0.919719,-0.420017269,-1.422828648,10.82155694,35.56,2709.341,8.08102228,8.114424684,-0.033402404
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 18:20:00,9.49,1.493814,0.050755,-0.919896,-0.420017269,-1.422828648,10.81616254,35.56,2709.341,8.078124208,8.111365656,-0.033241448
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 18:40:00,9.49,1.494918,0.050399,-0.920287,-0.420017269,-1.422828648,10.78859663,35.56,2709.341,8.072050843,8.104846146,-0.032795303
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 19:00:00,9.49,1.495167,0.049621,-0.92113,-0.420017269,-1.422828648,10.78238058,35.56,2709.341,8.058296465,8.089977474,-0.031681009
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 19:20:00,9.49,1.495018,0.05018,-0.920619,-0.420017269,-1.422828648,10.78610017,35.56,2709.341,8.068185795,8.098991208,-0.030805413
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 19:40:00,9.49,1.494617,0.0506,-0.920411,-0.420017269,-1.422828648,10.79611142,35.56,2709.341,8.075551673,8.102530743,-0.02697907
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 20:00:01,9.49,1.494539,0.050038,-0.920928,-0.420017269,-1.422828648,10.79805889,35.56,2709.341,8.06555931,8.093324766,-0.027765457
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 20:20:00,9.49,1.495926,0.049477,-0.921483,-0.420017269,-1.422828648,10.76343575,35.56,2709.341,8.05590772,8.083998892,-0.028091171
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 20:40:00,9.49,1.497479,0.048957,-0.922042,-0.420017269,-1.422828648,10.72468589,35.56,2709.341,8.047017985,8.074662041,-0.027644055
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 21:00:00,9.49,1.498263,0.049086,-0.921867,-0.420017269,-1.422828648,10.70513066,35.56,2709.341,8.04948048,8.078064971,-0.028584491
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 21:20:00,9.49,1.498857,0.048258,-0.922733,-0.420017269,-1.422828648,10.69031762,35.56,2709.341,8.03490909,8.062912594,-0.028003505
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 21:40:00,9.49,1.498864,0.048561,-0.922647,-0.420017269,-1.422828648,10.69014307,35.56,2709.341,8.040290662,8.064442236,-0.024151574
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 22:00:00,9.49,1.497981,0.048313,-0.922826,-0.420017269,-1.422828648,10.71216403,35.56,2709.341,8.03569426,8.060931895,-0.025237635
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 22:20:00,9.49,1.498284,0.047616,-0.923552,-0.420017269,-1.422828648,10.70460692,35.56,2709.341,8.023385222,8.0481557,-0.024770477
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 22:40:01,9.49,1.498949,0.046245,-0.924822,-0.420017269,-1.422828648,10.68802358,35.56,2709.341,7.99918625,8.025854805,-0.026668555
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 23:00:00,9.49,1.498719,0.046004,-0.925076,-0.420017269,-1.422828648,10.6937588,35.56,2709.341,7.994857618,8.021259099,-0.026401481
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 23:20:00,9.49,1.498615,0.046557,-0.924608,-0.420017269,-1.422828648,10.69635224,35.56,2709.341,8.004654078,8.029529948,-0.02487587
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/14 23:40:00,9.49,1.498259,0.047031,-0.924084,-0.420017269,-1.422828648,10.70523042,35.56,2709.341,8.012993126,8.03870068,-0.025707554
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 00:00:00,9.49,1.497856,0.046724,-0.924356,-0.420017269,-1.422828648,10.71528185,35.56,2709.341,8.007455289,8.033720735,-0.026265445
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 00:20:00,9.49,1.497754,0.046257,-0.924782,-0.420017269,-1.422828648,10.71782607,35.56,2709.341,7.999142048,8.026119333,-0.026977285
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 00:40:00,9.49,1.497713,0.045772,-0.925269,-0.420017269,-1.422828648,10.71884877,35.56,2709.341,7.99052247,8.01745778,-0.02693531
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 01:00:00,9.49,1.49768,0.046206,-0.924799,-0.420017269,-1.422828648,10.71967193,35.56,2709.341,7.998220657,8.025789908,-0.027569251
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 01:20:00,9.49,1.49759,0.04758,-0.92338,-0.420017269,-1.422828648,10.72191695,35.56,2709.341,8.022595189,8.050949165,-0.028353976
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 01:40:00,9.49,1.497683,0.049017,-0.922045,-0.420017269,-1.422828648,10.7195971,35.56,2709.341,8.048128013,8.074685755,-0.026557742
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 02:00:00,9.49,1.499156,0.049656,-0.921394,-0.420017269,-1.422828648,10.68286221,35.56,2709.341,8.059797802,8.086800837,-0.027003035
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 02:20:00,9.49,1.503372,0.048897,-0.922188,-0.420017269,-1.422828648,10.57780878,35.56,2709.341,8.047245424,8.074290568,-0.027045144
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 02:40:00,9.49,1.506141,0.049534,-0.921522,-0.420017269,-1.422828648,10.50888227,35.56,2709.341,8.059170255,8.087165746,-0.027995491
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 03:00:00,9.49,1.508101,0.049815,-0.921285,-0.420017269,-1.422828648,10.4601272,35.56,2709.341,8.064595258,8.092116572,-0.027521313
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 03:20:00,9.48,1.510919,0.050348,-0.920757,-0.420017269,-1.422828648,10.39007787,35.56,2709.341,8.074690696,8.10256486,-0.027874163
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 03:40:00,9.48,1.512349,0.050198,-0.920996,-0.420017269,-1.422828648,10.35455293,35.56,2709.341,8.072340658,8.098856589,-0.026515932
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 04:00:00,9.48,1.514449,0.048347,-0.922818,-0.420017269,-1.422828648,10.3024098,35.56,2709.341,8.039893705,8.067253524,-0.027359819
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 04:20:00,9.48,1.516422,0.04754,-0.923602,-0.420017269,-1.422828648,10.25344851,35.56,2709.341,8.025972953,8.054049989,-0.028077036
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 04:40:00,9.48,1.517793,0.047241,-0.923909,-0.420017269,-1.422828648,10.21944235,35.56,2709.341,8.020952383,8.04910118,-0.028148797
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 05:00:00,9.48,1.51938,0.047273,-0.923879,-0.420017269,-1.422828648,10.18009498,35.56,2709.341,8.021864905,8.050225701,-0.028360796
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 05:20:00,9.48,1.520366,0.047832,-0.923383,-0.420017269,-1.422828648,10.15565736,35.56,2709.341,8.032022508,8.059416292,-0.027393784
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 05:40:00,9.48,1.520787,0.049009,-0.922242,-0.420017269,-1.422828648,10.14522511,35.56,2709.341,8.053052865,8.079871779,-0.026818914
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 06:00:00,9.48,1.521234,0.048747,-0.922518,-0.420017269,-1.422828648,10.13414992,35.56,2709.341,8.048489586,8.075129013,-0.026639427
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 06:20:00,9.48,1.521591,0.04918,-0.922141,-0.420017269,-1.422828648,10.12530563,35.56,2709.341,8.056271272,8.081969939,-0.025698667
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 06:40:00,9.48,1.522844,0.05037,-0.921002,-0.420017269,-1.422828648,10.09427087,35.56,2709.341,8.07772,8.102706015,-0.024986015
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 07:00:00,9.48,1.522534,0.050885,-0.920673,-0.420017269,-1.422828648,10.10194805,35.56,2709.341,8.086814746,8.108443141,-0.021628395
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 07:20:00,9.48,1.522924,0.050877,-0.920685,-0.420017269,-1.422828648,10.09228977,35.56,2709.341,8.08675894,8.108376637,-0.021617697
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 07:40:00,9.48,1.524116,0.050753,-0.9207,-0.420017269,-1.422828648,10.06277657,35.56,2709.341,8.084816799,8.10855894,-0.023742141
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 08:00:00,9.48,1.524614,0.050298,-0.921098,-0.420017269,-1.422828648,10.05044928,35.56,2709.341,8.076829993,8.101663753,-0.024833759
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 08:20:00,9.48,1.524912,0.050345,-0.921033,-0.420017269,-1.422828648,10.04307352,35.56,2709.341,8.077732269,8.102932606,-0.025200337
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 08:40:00,9.48,1.525257,0.050322,-0.921068,-0.420017269,-1.422828648,10.03453523,35.56,2709.341,8.077399185,8.102439493,-0.025040307
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 09:00:00,9.48,1.52522,0.050828,-0.920508,-0.420017269,-1.422828648,10.03545089,35.56,2709.341,8.086396276,8.112391879,-0.025995603
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 09:20:00,9.48,1.52213,0.051126,-0.920218,-0.420017269,-1.422828648,10.11195415,35.56,2709.341,8.091013005,8.116386265,-0.02537326
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 09:40:00,9.48,1.519597,0.050617,-0.920705,-0.420017269,-1.422828648,10.17471614,35.56,2709.341,8.081395665,8.106766301,-0.025370635
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 10:00:00,9.48,1.52024,0.04912,-0.922189,-0.420017269,-1.422828648,10.15877985,35.56,2709.341,8.054907657,8.080609626,-0.025701969
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 10:20:01,9.48,1.520379,0.049654,-0.921625,-0.420017269,-1.422828648,10.15533521,35.56,2709.341,8.064437687,8.090694972,-0.026257285
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 10:40:00,9.48,1.520105,0.049949,-0.92139,-0.420017269,-1.422828648,10.16212549,35.56,2709.341,8.069625154,8.094772442,-0.025147288
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 11:00:00,9.48,1.519925,0.05084,-0.920689,-0.420017269,-1.422828648,10.16658654,35.56,2709.341,8.085435222,8.107174642,-0.02173942
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 11:20:00,9.48,1.51926,0.050926,-0.920628,-0.420017269,-1.422828648,10.18306959,35.56,2709.341,8.086817398,8.108008826,-0.021191428
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 11:40:00,9.48,1.519508,0.051058,-0.920498,-0.420017269,-1.422828648,10.17692217,35.56,2709.341,8.089220491,8.110414861,-0.02119437
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 12:00:00,9.48,1.517798,0.050886,-0.920753,-0.420017269,-1.422828648,10.21931836,35.56,2709.341,8.085781325,8.105233831,-0.019452506
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 12:20:00,9.48,1.516731,0.051238,-0.920534,-0.420017269,-1.422828648,10.24578295,35.56,2709.341,8.091804301,8.108725823,-0.016921521
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 12:40:00,9.48,1.517181,0.051406,-0.920351,-0.420017269,-1.422828648,10.23462071,35.56,2709.341,8.094892254,8.112150362,-0.017258107
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 13:00:00,9.48,1.517017,0.051299,-0.920424,-0.420017269,-1.422828648,10.23868856,35.56,2709.341,8.092952798,8.110790121,-0.017837323
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 13:20:00,9.48,1.516972,0.050777,-0.921084,-0.420017269,-1.422828648,10.23980478,35.56,2709.341,8.083659459,8.099035586,-0.015376127
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 13:40:00,9.48,1.51593,0.050744,-0.921044,-0.420017269,-1.422828648,10.26565524,35.56,2709.341,8.082841436,8.099354123,-0.016512687
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 14:00:00,9.48,1.515518,0.049867,-0.922109,-0.420017269,-1.422828648,10.27587846,35.56,2709.341,8.067155334,8.080261079,-0.013105745
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 14:20:00,9.48,1.51499,0.049334,-0.922642,-0.420017269,-1.422828648,10.2889818,35.56,2709.341,8.057561614,8.07058554,-0.013023926
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 14:40:00,9.48,1.514551,0.048902,-0.923059,-0.420017269,-1.422828648,10.29987793,35.56,2709.341,8.049784059,8.063006647,-0.013222588
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 15:00:00,9.48,1.514205,0.046265,-0.925671,-0.420017269,-1.422828648,10.30846673,35.56,2709.341,8.002822876,8.016436313,-0.013613437
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 15:20:01,9.48,1.51371,0.046554,-0.925302,-0.420017269,-1.422828648,10.32075565,35.56,2709.341,8.00785464,8.022813619,-0.014958978
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 15:40:00,9.48,1.51357,0.045826,-0.926122,-0.420017269,-1.422828648,10.32423162,35.56,2709.341,7.994881494,8.008183081,-0.013301588
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 16:00:00,9.48,1.513467,0.047964,-0.923735,-0.420017269,-1.422828648,10.32678903,35.56,2709.341,8.032870241,8.050582741,-0.0177125
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 16:20:00,9.48,1.513784,0.046631,-0.92509,-0.420017269,-1.422828648,10.31891841,35.56,2709.341,8.009239574,8.02661023,-0.017370656
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 16:40:00,9.48,1.514248,0.046797,-0.924908,-0.420017269,-1.422828648,10.30739929,35.56,2709.341,8.012291021,8.030018283,-0.017727262
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 17:00:00,9.48,1.514561,0.04656,-0.925339,-0.420017269,-1.422828648,10.29962971,35.56,2709.341,8.008144595,8.022471117,-0.014326522
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 17:20:00,9.48,1.514683,0.046124,-0.925792,-0.420017269,-1.422828648,10.2966015,35.56,2709.341,8.000418539,8.014461717,-0.014043178
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 17:40:00,9.48,1.515131,0.046472,-0.925474,-0.420017269,-1.422828648,10.28548242,35.56,2709.341,8.006702595,8.02028181,-0.013579216
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 18:00:00,9.48,1.515535,0.048099,-0.923874,-0.420017269,-1.422828648,10.2754566,35.56,2709.341,8.035720686,8.048882411,-0.013161725
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 18:20:01,9.48,1.515962,0.050615,-0.921378,-0.420017269,-1.422828648,10.26486126,35.56,2709.341,8.080554585,8.093426813,-0.012872228
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 18:40:00,9.48,1.515941,0.05055,-0.921304,-0.420017269,-1.422828648,10.26538231,35.56,2709.341,8.079394066,8.094734813,-0.015340747
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 19:00:00,9.47,1.515638,0.049348,-0.922499,-0.420017269,-1.422828648,10.2729007,35.56,2709.341,8.057952904,8.073371127,-0.015418223
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 19:20:00,9.47,1.515587,0.049028,-0.9228,-0.420017269,-1.422828648,10.27416623,35.56,2709.341,8.052251467,8.067999636,-0.015748169
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 19:40:00,9.47,1.515728,0.047846,-0.924007,-0.420017269,-1.422828648,10.27066745,35.56,2709.341,8.031263812,8.046589303,-0.015325492
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 20:00:00,9.47,1.515698,0.047266,-0.924589,-0.420017269,-1.422828648,10.27141186,35.56,2709.341,8.020943643,8.036228917,-0.015285274
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 20:20:00,9.47,1.516306,0.046183,-0.925831,-0.420017269,-1.422828648,10.25632636,35.56,2709.341,8.001816134,8.014368192,-0.012552058
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 20:40:00,9.47,1.517221,0.047227,-0.924752,-0.420017269,-1.422828648,10.23362858,35.56,2709.341,8.020579647,8.033895796,-0.013316149
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 21:00:00,9.47,1.517972,0.046753,-0.925259,-0.420017269,-1.422828648,10.21500343,35.56,2709.341,8.012311691,8.025157155,-0.012845464
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 21:20:00,9.47,1.51863,0.046018,-0.926019,-0.420017269,-1.422828648,10.19868795,35.56,2709.341,7.999380302,8.011882878,-0.012502576
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 21:40:00,9.47,1.51894,0.045371,-0.926737,-0.420017269,-1.422828648,10.19100238,35.56,2709.341,7.987938454,7.999226067,-0.011287613
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 22:00:00,9.47,1.518899,0.044861,-0.927293,-0.420017269,-1.422828648,10.19201882,35.56,2709.341,7.978858266,7.989321337,-0.010463071
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 22:20:00,9.47,1.518841,0.04554,-0.926481,-0.420017269,-1.422828648,10.19345673,35.56,2709.341,7.990923337,8.003743129,-0.012819791
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 22:40:00,9.47,1.518773,0.045637,-0.926466,-0.420017269,-1.422828648,10.19514259,35.56,2709.341,7.99263414,8.003984888,-0.011350748
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 23:00:00,9.47,1.518552,0.044483,-0.92754,-0.420017269,-1.422828648,10.20062185,35.56,2709.341,7.972061154,7.984800682,-0.012739528
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 23:20:00,9.47,1.517595,0.044245,-0.927708,-0.420017269,-1.422828648,10.22435271,35.56,2709.341,7.967625371,7.981461828,-0.013836456
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/15 23:40:00,9.47,1.517187,0.043438,-0.928527,-0.420017269,-1.422828648,10.23447189,35.56,2709.341,7.953186934,7.966746803,-0.013559868
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 00:00:00,9.47,1.517236,0.042679,-0.929457,-0.420017269,-1.422828648,10.23325654,35.56,2709.341,7.939698775,7.950225073,-0.010526298
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 00:20:00,9.47,1.516458,0.042175,-0.930008,-0.420017269,-1.422828648,10.2525554,35.56,2709.341,7.930573166,7.940143373,-0.009570207
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 00:40:00,9.47,1.515611,0.041492,-0.930645,-0.420017269,-1.422828648,10.27357069,35.56,2709.341,7.91825145,7.928508699,-0.01025725
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 01:00:00,9.47,1.514544,0.041057,-0.931048,-0.420017269,-1.422828648,10.30005169,35.56,2709.341,7.910295638,7.92095677,-0.010661132
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 01:20:00,9.47,1.516545,0.042748,-0.929243,-0.420017269,-1.422828648,10.25039709,35.56,2709.341,7.940781233,7.953779312,-0.012998079
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 01:40:00,9.47,1.518228,0.045664,-0.926373,-0.420017269,-1.422828648,10.20865541,35.56,2709.341,7.992997826,8.00543824,-0.012440414
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 02:00:00,9.47,1.518893,0.045708,-0.926231,-0.420017269,-1.422828648,10.19216757,35.56,2709.341,7.993922685,8.008209062,-0.014286376
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 02:20:00,9.47,1.519262,0.046548,-0.925363,-0.420017269,-1.422828648,10.18302001,35.56,2709.341,8.008943293,8.023784823,-0.01484153
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 02:40:00,9.47,1.519752,0.047229,-0.924685,-0.420017269,-1.422828648,10.17087431,35.56,2709.341,8.021162697,8.036026689,-0.014863992
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 03:00:00,9.47,1.520129,0.047282,-0.924774,-0.420017269,-1.422828648,10.1615307,35.56,2709.341,8.022187053,8.034583327,-0.012396274
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 03:20:00,9.47,1.520374,0.047165,-0.924894,-0.420017269,-1.422828648,10.15545911,35.56,2709.341,8.020158696,8.032539447,-0.012380751
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 03:40:00,9.47,1.520631,0.046996,-0.925169,-0.420017269,-1.422828648,10.1490906,35.56,2709.341,8.017207769,8.027742491,-0.010534722
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 04:00:00,9.47,1.520744,0.047603,-0.924693,-0.420017269,-1.422828648,10.14629058,35.56,2709.341,8.028030698,8.036252362,-0.008221664
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 04:20:00,9.47,1.520835,0.046672,-0.925885,-0.420017269,-1.422828648,10.14403576,35.56,2709.341,8.011487804,8.015080258,-0.003592454
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 04:40:00,9.47,1.520742,0.045853,-0.926763,-0.420017269,-1.422828648,10.14634013,35.56,2709.341,7.99689776,7.999426315,-0.002528555
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 05:00:00,9.47,1.520731,0.044742,-0.927922,-0.420017269,-1.422828648,10.1466127,35.56,2709.341,7.977130731,7.978803677,-0.001672946
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 05:20:00,9.47,1.520786,0.044761,-0.927749,-0.420017269,-1.422828648,10.14524988,35.56,2709.341,7.977480424,7.981901482,-0.004421059
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 05:40:00,9.47,1.520892,0.044892,-0.927619,-0.420017269,-1.422828648,10.14262343,35.56,2709.341,7.979833461,7.984253024,-0.004419563
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 06:00:00,9.47,1.520911,0.044858,-0.927656,-0.420017269,-1.422828648,10.14215266,35.56,2709.341,7.979232631,7.983601744,-0.004369113
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 06:20:00,9.47,1.520982,0.045267,-0.927282,-0.420017269,-1.422828648,10.14039348,35.56,2709.341,7.986523987,7.99028135,-0.003757363
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 06:40:00,9.47,1.52139,0.047401,-0.925273,-0.420017269,-1.422828648,10.13028508,35.56,2709.341,8.024576988,8.026173158,-0.001596169
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 07:00:00,9.47,1.521019,0.04981,-0.922946,-0.420017269,-1.422828648,10.13947674,35.56,2709.341,8.067353816,8.067434244,-8.04E-05
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 07:20:00,9.47,1.521046,0.04832,-0.924473,-0.420017269,-1.422828648,10.13880777,35.56,2709.341,8.040851954,8.040278274,0.00057368
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 07:40:00,9.47,1.522476,0.051087,-0.921477,-0.420017269,-1.422828648,10.1033845,35.56,2709.341,8.090396001,8.094115945,-0.003719944
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 08:00:00,9.47,1.523173,0.048597,-0.923879,-0.420017269,-1.422828648,10.08612387,35.56,2709.341,8.046244359,8.051637141,-0.005392782
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 08:20:00,9.47,1.523221,0.050726,-0.9219,-0.420017269,-1.422828648,10.08493531,35.56,2709.341,8.084137966,8.086869042,-0.002731076
SETE,2,SF36_SETE_2m_20161213-20170424.TXT,36,2017/02/16 08:40:00,9.47,1.522866,0.049567,-0.92312,-0.420017269,-1.422828648,10.09372606,35.56,2709.341,8.063436838,8.065028072,-0.001591234
